target,id,date,user,tweet
1,1793353713,Thu May 14 02:22:00 PDT 2009,jelias27,Not much time to get on twitter - board meeting last night and ESL parent night tonight.  Looking forward to weekend ~ to catch up 
1,1992205198,Mon Jun 01 08:22:30 PDT 2009,KelseyRentchler,"Monday Monday, so good to me, Monday Monday, it was all I hoped it would be. Oh Monday morning, Monday morning couldn't guarantee.... "
1,1823870683,Sat May 16 23:15:17 PDT 2009,xoxoYaya,sooo sleepyy ! but Tonight was a Good night w/ the Bestiess  even got a Christmas giftt Lol
1,2188864474,Mon Jun 15 22:43:31 PDT 2009,Benazir100,"@grimysuspect Haha. Oh, that's good. Me? Well, I love music but I'm not an artist or anything. I wish I was, though. "
1,2182655706,Mon Jun 15 13:27:39 PDT 2009,gudem,... we have for Russia's [ Images ] Presidency of the SCO.&quot; It's called whacking the Chinese in diplomees 
1,1986398901,Sun May 31 18:47:01 PDT 2009,ClaudiaOropeza,Just watched the videoblog from @YouShallNotCast I enjoyed the Jon &amp; Kate Plus 8 reference  check it out!!! http://bit.ly/odutG
1,1976000746,Sat May 30 16:22:16 PDT 2009,ClaytonCalhoon,@brynnfoley And you? 
1,2066172502,Sun Jun 07 10:01:23 PDT 2009,EarthFire,@1sweetwhirl love your bio...&quot;be real or go home&quot; ...Lol...Most definitely!- Had to follow you 
1,1979458363,Sun May 31 03:08:02 PDT 2009,dadenisi,i'm so...oh! // back 
1,1964990254,Fri May 29 15:08:46 PDT 2009,pookamachine,wish i could take a nap in a hammock.  Jon- cant we install one in our apartment?
1,2185378787,Mon Jun 15 17:17:32 PDT 2009,ErinJanus,@mattchu Starbucks gives me a cozy feeling.  Until I order some cappuccino and see $9.00 due on the till.
1,1977343990,Sat May 30 20:45:20 PDT 2009,C_Joy,@Peasinapod Lushes still here -Twitter seems to be having some sort of fit though making tweets...............s....l.....o......w 
1,1994339809,Mon Jun 01 11:47:03 PDT 2009,giloi2009,"@Rosiecosy I know what you mean, &amp; then you have to spend ages unfollowing loads of people :/ my twitter is pretty clean right now though "
1,2190632625,Tue Jun 16 03:17:16 PDT 2009,Janen999,"@aplusk ...but then again, it's Iraq...the country of unlimited possibilities "
1,2017879981,Wed Jun 03 09:05:36 PDT 2009,Artboredom,@mattdave5710 You did work at Pentagon City right? That was your training ground. 
1,2059479762,Sat Jun 06 17:01:07 PDT 2009,Hinn888,@mfgamers Thanks! 
1,2062732857,Sun Jun 07 00:07:23 PDT 2009,hannnnnnnah,Goodnight. God is good 
1,2191949468,Tue Jun 16 06:15:13 PDT 2009,romanstrobl,"@vaclav_pech congrats, I started my 3rd week now "
1,1932969522,Tue May 26 22:39:38 PDT 2009,marakristina,EATING HAHA!! 
1,1989930812,Mon Jun 01 03:18:35 PDT 2009,jemjem1983,@_ophelia awwwww very cute in his pjs 
1,1833464063,Sun May 17 23:22:07 PDT 2009,KevinEdwardsJr,@relizao if you like 2 laugh..have a good time..follow me..its just that simple 
1,1961193755,Fri May 29 09:07:32 PDT 2009,marclamonthill,@dumilewis so you're a historian now? you damn public intellectuals will talk about anything! 
1,1978272627,Sat May 30 22:53:21 PDT 2009,Gem_Meg,just finished playing Word Challenge at Facebook. got the CEO vocabulary. darn. i wanted to be a poet.. 
1,2016250330,Wed Jun 03 06:26:49 PDT 2009,dianavi,Web Designing...   business planning...  got fever for 2 days but... fully up by tomorrow!  The show must go on.  
1,1980322000,Sun May 31 06:24:01 PDT 2009,chris0102,"redone pc, got everything back and itunes works "
1,2190599260,Tue Jun 16 03:11:26 PDT 2009,helena445,watching &quot;new again&quot; dvd  matt fazzi is such a cutie.
1,1574045907,Tue Apr 21 04:01:35 PDT 2009,OhhMegg,Day two. Just started. 
1,1677843387,Sat May 02 04:17:07 PDT 2009,melliehopkins,well last night turned out to be more boring than relaxing haha gona hit the shops today 
1,2058399894,Sat Jun 06 14:51:56 PDT 2009,Hetty4Christ,@Catholiccitizen God bless your soul!!!  He cheers me up all the time-ever need me to cheer you up-let me know-otherwise I'm here!
1,2013524722,Tue Jun 02 22:53:27 PDT 2009,Brazit,&quot;The old saying is true:'Breaking up is hard to do.' But breaking down is easy to do...&quot; i will not break down. I will stand confident 
1,2061151950,Sat Jun 06 20:16:58 PDT 2009,Doctor_Rob,"just back from SuperCheap - a most successful trip. The bikes are tanked &amp; checked for the week, so all ready to start relaxing "
1,1823626288,Sat May 16 22:29:51 PDT 2009,Azza77,@Sheald I'm so up for Round 2 of my weekend of fun and debauchery. 
1,2056643904,Sat Jun 06 11:31:34 PDT 2009,redmeansriot,listening to &quot;herbrightskies&quot;. texting. &amp; waiting for a phone call. 
1,1977939340,Sat May 30 22:03:11 PDT 2009,dbtp,Just a reminder   CBS News Sunday Morning features Dave Matthews Band: May 31st http://tinyurl.com/mblu4s  #dmb
1,2065214189,Sun Jun 07 08:08:15 PDT 2009,Meyer_Photo,"@chadfranz I'm in!  Any night this week except for Tuesday.  Deb's in Florida all week, she'll have to join us next time. "
1,2072226402,Sun Jun 07 20:37:35 PDT 2009,mayhemstudios,@JoLoPe thanks I will check out the Twitter and self promotion survey results   http://worldofperspective.com
1,1687434279,Sun May 03 08:41:16 PDT 2009,lin_made_scotty,No sleep 26 hours. Two huge lawns to mow. And homework. Lots. But that chick was a cool kid  hit me up tonight if i make it past six...
1,2060276807,Sat Jun 06 18:36:02 PDT 2009,DebBennett555,@AnimalPlanet I love Its me or the dog ..great show 
1,1965219412,Fri May 29 15:32:11 PDT 2009,euthiago,ï¿½ ilson Wilson! boa noite pros q ficam!  fuiz Ruiz! (kkkkkkkkkk #nonsense) []'s
1,1553801538,Sat Apr 18 15:15:01 PDT 2009,Hailee3,I love cute shorts. 
1,1979017312,Sun May 31 01:18:18 PDT 2009,IamGlick,@natluvscupcakes Why so happy for sunday! 
1,1833636304,Sun May 17 23:56:28 PDT 2009,icarusforde,@scraparcs bring it on. I'll demote you on Staff group! 
1,1753518490,Sun May 10 02:02:36 PDT 2009,PlanFan,@Huntley22 haha fucking hell i know ay. shit son he's just making trouble. we could take him. 
1,2050323228,Fri Jun 05 18:27:57 PDT 2009,peppa13,@selenagomez  Omg Selena! You rock and totally inspire me  Keep living your dream and keep your head held high!
1,1880822665,Fri May 22 02:37:47 PDT 2009,hoda7,- @nibaq Thanks for letting me know. I'm going to check out Eureka later with this knowledge 
1,1982083209,Sun May 31 10:29:39 PDT 2009,arobinsonuk,@Katie_Cakes Katiepotatie can I borrow your Desktop Anywhere login to order a macbook pro with HE discount? 
1,1833585533,Sun May 17 23:46:05 PDT 2009,lovessunflowers,"@kreativlink Good morning, and welcome back "
1,1957252548,Thu May 28 23:57:31 PDT 2009,ZorkFox,"Heh. Looked at http://myhandle.com/ per @stephenfry and... as usual, it slams to a halt.  It's going to be a verb soon, like slashdotted."
1,2001141675,Mon Jun 01 23:58:04 PDT 2009,noyolaface,I LOVE THE MOVIE TAKEN ITS SO KICK ASPIRIN LITERALLY.  XD =] 
1,1972561101,Sat May 30 09:27:24 PDT 2009,shawty_rock,Cleaning my house...if you want yours cleaned too just call me 
1,1972227730,Sat May 30 08:49:25 PDT 2009,IzzySc,"@sofdlovesbsb aw yeah, thats cute "
1,1753694445,Sun May 10 02:57:16 PDT 2009,StarBreatherLuv,"Good night all... Just set this twitter thing up. I'm very new at this, but I expect it to come in handy. "
1,2061892760,Sat Jun 06 21:51:11 PDT 2009,kellyzabel,"had a really emotional day at the Krzmarzick wedding!  Lots of laughing, lots of crying-- both great "
1,1982181747,Sun May 31 10:41:31 PDT 2009,AgingBackwards,@BiggestLoserMat My ex-husband did Hawaii Ironman - make sure you stay hydrated!! He's a doctor &amp; even he &quot;messed&quot; up first time 
1,2069549069,Sun Jun 07 16:04:53 PDT 2009,earthxplorer,"@ShellyKramer yep, thats my little girl  they are precious when asleep."
1,1977282588,Sat May 30 20:34:56 PDT 2009,PeaceLovePalin,"Today was a great day  Rather Exhausting. In bed, good night!"
1,1881373601,Fri May 22 04:28:27 PDT 2009,Sweena,@chcoz @ labete Are you guys coming to Fight Camp? 
1,1989767333,Mon Jun 01 02:44:20 PDT 2009,ShortStack_24,@Gevyjonas Haha thnk u recon its crap :s Haha kates sorry boutt getting tom pissed at u i think...? LOL but toms a kool kiddo 
1,1679107988,Sat May 02 08:33:13 PDT 2009,LalaaMRCLover,once upon a dream - emily osment  what a cute song!
1,2014702932,Wed Jun 03 02:24:20 PDT 2009,iEhab,@khaled hahaha ... WOW too hot !! i wont handle *Egyptian Nationality 
1,2066082928,Sun Jun 07 09:51:21 PDT 2009,HiSkolerNextGen,Just got back from church. Praise Jesus! Haha i think ill go 2 the mall 4 a bit. 
1,1986448465,Sun May 31 18:50:57 PDT 2009,StewartMoore,@NathanBallentin doesn't eat cheese on his burgers??? That may be un-American 
1,1994251316,Mon Jun 01 11:38:54 PDT 2009,Justify_MyselF,@RinnaTheCat 555 à¸à¸²à¸à¸­à¸·à¹à¸à¸­à¸²à¸à¸à¸°à¸à¸­à¸à¸³à¹à¸à¹à¸à¹à¸à¸µà¸¢à¸à¹à¸à¹ à¹?à¸à¹à¸à¸²à¸à¸à¸µà¹à¸ªà¸à¸ªà¸±à¸¢à¸à¹à¸­à¸à¸à¸±à¸à¸à¸¹à¸«à¸¸à¹à¸¡à¸ªà¹à¸à¸ªà¸à¸²à¸à¹à¸à¸µà¸¢à¸§ 
1,2054336194,Sat Jun 06 07:07:31 PDT 2009,mutedecoy,@Sianz And Sergio Tacchini  T-shirts 
1,2185012966,Mon Jun 15 16:45:15 PDT 2009,tweeteradder3,@jokirk1 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
1,1675756256,Fri May 01 20:15:27 PDT 2009,jennahmonet,im gonna take a nice hot shower now...and sing uber loud until someone tells me to shut up 
1,2032693734,Thu Jun 04 11:37:51 PDT 2009,Sleos15,Had graduation rehersal today..tomorrow should be good 
1,2180930999,Mon Jun 15 11:08:09 PDT 2009,miamstem,@mijomuffins do you have the link to any other pictures from SK? and that isa GREAT shot of him 
1,2049027089,Fri Jun 05 16:10:15 PDT 2009,EmilyLynneClare,"Oh, sorry fashion friends...you are too fabulous not to be mentioned in a #ff  @DavidReinke @InsideDVF @Karl_Lagerfeld"
1,1882028808,Fri May 22 06:05:10 PDT 2009,mads_x3,http://twitpic.com/5osyz - me and matthew 
1,2067089203,Sun Jun 07 11:43:38 PDT 2009,glaciermist06,@shakeene it managed to hit 54! 
1,2186527110,Mon Jun 15 18:58:08 PDT 2009,thetalltree,The Proposal was a really cute movie! Ryan Reynalds is quite sexy 
1,2048179591,Fri Jun 05 14:47:13 PDT 2009,florianooke,"@TheEllenShow I think interviewing Kaley Cuoco again would be nice, now she's nominated for an Emmy "
1,2003179826,Tue Jun 02 06:02:24 PDT 2009,TPDaniel,@DougSD Cool. Have fun at the park! 
1,2055429168,Sat Jun 06 09:17:59 PDT 2009,Custardcuppcake,@TheRealNobody Freaky fresh 
1,1834558770,Mon May 18 03:23:38 PDT 2009,Sarilec,"@SanderVanDoorn can`t wait to Sunrise Festival in Poland this summer, we all are excited here about your set!get back to health "
1,1793634285,Thu May 14 03:26:33 PDT 2009,CandyWWGM,@PhitZone LOL! 20mins eh? Whoa! I am envious haha! You guys laugh now but down the road we'll get you back. Enjoy your health info btw 
1,1796174179,Thu May 14 09:00:14 PDT 2009,Thatsumbs,Woot! Its thursday... Weekend is almost here...learned to retrain my inner voice... 
1,1679913427,Sat May 02 10:28:21 PDT 2009,karinwinters,"@rotjong time flies when your listening to #twitteradio, of is #twitterradio time short "
1,1883642270,Fri May 22 08:52:40 PDT 2009,kirstenlea,And i have text messaging back 
1,1999512818,Mon Jun 01 20:20:56 PDT 2009,carleen4689,Brian just made me an awesome krabby patty 
1,1985506059,Sun May 31 17:14:03 PDT 2009,labebita86,@NyceBilly heeeyyy sexxyyy!!! love tha pic 
1,1996311751,Mon Jun 01 14:52:31 PDT 2009,JiMpiSh,@girlwithnoname I am doing well.  Just gettin my backyard pool &amp; hottub in shape today. Our @GBTweetUp is this weekend. Fun abounds!
1,1990565546,Mon Jun 01 05:12:05 PDT 2009,PYNTK,@BlackTennisPros There are many surprises this year at the French Open. Some are pretty shocking. 
1,1559842779,Sun Apr 19 12:11:18 PDT 2009,Pauluz,@AZ_Alkmaar No commnts needed    - [Re:] http://mobypicture.com/?8xwyqb
1,1986742978,Sun May 31 19:15:21 PDT 2009,llShesADoLLll,Good night tweets long 24 hrs with my babe. Literally. Love is him and me.  work tomorrow.. My body aches 
1,2186410088,Mon Jun 15 18:47:59 PDT 2009,RoiuhlteeMinaj,http://twitpic.com/7ihy4 - old pic; but its still a kiss  @Songzyuuup
1,2061264032,Sat Jun 06 20:30:34 PDT 2009,what_bugs_u,@maggiephilbin why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com 
1,1833589074,Sun May 17 23:46:47 PDT 2009,krissy90220,@sarah29457 ELF has the slowest shipping..I hate waiting lol. They carry ELF at Food4Less in Cali 
1,2176103407,Mon Jun 15 02:55:36 PDT 2009,alvinmsss,Great News we have moved from Lge2 to Lge1 on BBC site  http://npprs.tk
1,1932622530,Tue May 26 21:51:09 PDT 2009,jhende02,@DwightHoward We definitely RESPECT you up in Chicago!!!! Keep up the good work!  
1,1967829449,Fri May 29 20:17:05 PDT 2009,chengsophia,@sanazj Thanks! 
1,2065281873,Sun Jun 07 08:16:20 PDT 2009,glamorousamanda,Good morning my Tweepies. It's a great morning. I slept until 11 am w/o waking up w/ pain. Lazy lazy Sunday. It feels great to sleep in. 
1,2174565947,Sun Jun 14 22:49:27 PDT 2009,treske71,Sorry...Mexican TRAIN shouldn't have lasted that long-and I didn't even come close. Dang family fun nites 
1,1694053854,Mon May 04 00:52:44 PDT 2009,Lia_arch_angel,"i'm gonna eat some chips??!! anybody, want some??? hahaha! "
1,2068219615,Sun Jun 07 13:42:19 PDT 2009,kennedypeytonxo,me and ellie won our doubles!  singles quarterfinals tomorrow morning! doubles semifinals tomorrow evening!
1,1979254855,Sun May 31 02:15:57 PDT 2009,okkaba2000,"@sarahceralvo lurk for charice, great singer and shes filipina, if u havent heard about her yet "
1,1976670657,Sat May 30 18:43:53 PDT 2009,marymidgetmack,"My thug ass BFF w her Rihanna looking bruise on her face from last night, lalala in @BaBzBeZe's car  http://mypict.me/290k"
1,1970294592,Sat May 30 03:15:52 PDT 2009,yorlenysolera,guys vote for @mileycyrus now for mtv movie plz 
1,2000382895,Mon Jun 01 21:59:57 PDT 2009,Hell_With_An_ER,"AWWWW!!!!! Jeremy! You're so sweet buddy  And don't worry, you'll never loose me to someone else "
1,2057080522,Sat Jun 06 12:20:05 PDT 2009,gigglesalot,@sandipantz lucky lucky woman! so excited for you finally meeting your guys! details later  muah!
1,2057244319,Sat Jun 06 12:38:28 PDT 2009,ries1973,"@Glendsky wtf?!?! I am getting too old for this, I think "
1,1685282974,Sat May 02 23:44:57 PDT 2009,jrmozart,@Airrun come over; I'll take u dancing 
1,2002284240,Tue Jun 02 03:45:09 PDT 2009,elailabsyou,I never thought that I`ll be liking instrumental songs too much. 
1,1978288140,Sat May 30 22:55:53 PDT 2009,JaymesTerence,Okay the low budget movie is over...headed to bed now have church in the am...goodnite all 
1,1563699469,Sun Apr 19 23:52:59 PDT 2009,xllbabycllx,Just hung up  time to sleep now? Well... a little later won't hurt.
1,1989437498,Mon Jun 01 01:32:17 PDT 2009,imanwilliams,"@KisseyAsplund Really? It's nice and warm here in Atlanta,GA . I want to visit Stockholm. I bet it's nice "
1,2052730767,Sat Jun 06 01:48:10 PDT 2009,Owais_Iqbal,@Noufah wowsa :p im so jelous... for me that boring routine wud be vacations... lol.. wanna switch lives for a fortnight ? i wont mind. 
1,1563813639,Mon Apr 20 00:23:10 PDT 2009,iamcassiedavis,just finished sound check for tonights performance at the ASTRA'S now heading to back to the dressing room to get glammed up 
1,2190811940,Tue Jun 16 03:47:41 PDT 2009,xXxSairxXx,@Wossy congrats on the music award! 
1,1969288759,Fri May 29 23:34:23 PDT 2009,jananis,@macadamiathenut : some1s gotta start it 
1,1969492946,Sat May 30 00:12:32 PDT 2009,khrystar,says d pa pla co kumakaen ng lunch. BRB.  http://plurk.com/p/x58sy
1,2045272981,Fri Jun 05 10:29:18 PDT 2009,lovveeduckies,Squirrel fishing 
1,1932970157,Tue May 26 22:39:44 PDT 2009,alexcubla,@lbchaser hey dude hope your doing good  miss ya ....
1,1972331940,Sat May 30 09:01:34 PDT 2009,KidLosoLIVE,"Aight twits its time to catch sum more zz! See that's what I love about the weekend, u can wake up &amp; go to sleep whenever "
1,1990155051,Mon Jun 01 04:03:00 PDT 2009,YaniTseng,Good morning everyone  Have a great day !!!
1,1881526683,Fri May 22 04:54:14 PDT 2009,AceBlack,"@jLillian ha ha yeah, they deff didn't know about twitter  but yu know what?? Yu might be the Best Friend I've ever had ;)"
1,2057475725,Sat Jun 06 13:04:30 PDT 2009,Selenia06,"Hello, Twitters!!!, i'm come back!!, jejejeje..., thanks for your twitts, i hope everyone feel good  i'm just here reading you again "
1,1695509863,Mon May 04 06:18:49 PDT 2009,daffyddturner,@sorcha69 Thank you. Very kind of you to say that! 
1,2190621215,Tue Jun 16 03:15:20 PDT 2009,ryanmathieson,@yoshie40 a god damn super-duper chronic insomniac 
1,1565764196,Mon Apr 20 07:30:12 PDT 2009,DianeGilabert,@thebloggermom great job! Replacing processed carbs w. fresh fruits and veggies is the key to sustained wt loss w/o hunger 
1,2192079900,Tue Jun 16 06:28:31 PDT 2009,fa_jen2004,Good Morning Dolls!!  xoxoxoxo
1,2066520470,Sun Jun 07 10:40:32 PDT 2009,sagarun,"@sagarun is a fan of transmission , and a new version 1.70 is out  #Transmission"
1,1835298973,Mon May 18 05:39:42 PDT 2009,AHDirector,Last historic Hubble space walk beginning now! The most glorious images imagineable. Happy!  Track @NASA tweets! #STS125 nasa.gov
1,1932860033,Tue May 26 22:23:25 PDT 2009,mystatus_update,"Before Chaubran had dreamt this dream Nina, Richard already had dreamt it ï¿½  ï¿½"
1,1970466605,Sat May 30 03:59:12 PDT 2009,KirseeR,@NicCarrick *thirds* Claire :p you are too beautiful for that  12 days to go ;) ~*K*~
1,1556626633,Sat Apr 18 23:37:16 PDT 2009,rahuljrark,@ryanpthompson @rmulle you are welcome 
1,2011503921,Tue Jun 02 19:07:23 PDT 2009,Lovellama,@sheetzam Talked to him again and he was ZOMG economy no money.  Sigh.  Ah well...  Ps can he read these?  
1,1970094084,Sat May 30 02:25:47 PDT 2009,sarah_trotter,"went to watch rup today, pfft district league is pathetic "
1,1753887200,Sun May 10 03:58:09 PDT 2009,robyoungrob,Man i hate church. Has to be done though. I like the way it makes other people feel good 
1,2003129413,Tue Jun 02 05:56:22 PDT 2009,geechee_girl,@srdill  you'll love it - it helps
1,2193222061,Tue Jun 16 08:09:46 PDT 2009,ColleenCoplick,@Sugarwilla 'sok. i've got a work around.  buying flight today.
1,2013243011,Tue Jun 02 22:13:24 PDT 2009,razzmatazz459,@tommcfly i'm trying to change it 
1,1995593448,Mon Jun 01 13:44:24 PDT 2009,ajafair,"@RyanSeacrest Yay! Adam and Kris, is there any chance you guys would collaborate on a project together in the future? "
1,1968100233,Fri May 29 20:45:35 PDT 2009,lexxisahandfull,@Eighty4TheBoss hey precious  !
1,2045707507,Fri Jun 05 11:07:07 PDT 2009,ReidPowell,Finally back online after almost a week on the road and in PA. Great trip; more updates to come 
1,2015450199,Wed Jun 03 04:41:47 PDT 2009,Esticadinha,trying to work this thing out 
1,1969682196,Sat May 30 00:51:06 PDT 2009,Scholtzzz,@bbhamby we always have a good time 
1,2068762697,Sun Jun 07 14:39:15 PDT 2009,confusedkate,"mmm, maybe time for a nap? lovin lazy days "
1,2001373339,Tue Jun 02 00:40:25 PDT 2009,roukedejong,"At work again, such a shame with this weather... "
1,2072189784,Sun Jun 07 20:33:37 PDT 2009,KathrynHallPR,"OK, nevermind. It was Ed Westwick on Young Hollywood. I ought to have googled. Sorry.  So did I miss Ed Westwick on Young Hollywood???"
1,1983674601,Sun May 31 13:36:46 PDT 2009,tdeee,@mariahjb yep it is the real me.. i love my fans! you guys are too sweet.. i really do love you all.. fans complete me 
1,2002245274,Tue Jun 02 03:37:30 PDT 2009,pulseproject,@RichardWiseman Thank you. Just in the right time to take on holiday. should i put a picture of it on a vision board and stare at it 
1,1993395798,Mon Jun 01 10:18:31 PDT 2009,LIZandRA97,Thiking how fun attending the LAKER PARADE will be  GO LAKERS!!!
1,2060084790,Sat Jun 06 18:13:38 PDT 2009,Frassington,@lilaznangel16 congrats on their silver anniversary!! 
1,1983032446,Sun May 31 12:22:23 PDT 2009,JerushaV,Who else loves/loved the cartoon 'Arthur'? I mean I still watch it! 
1,1880295213,Fri May 22 00:44:33 PDT 2009,KevinEdwardsJr,@KimishaB  if you like 2 laugh..have a good time..follow me..its just that simple 
1,2049440862,Fri Jun 05 16:53:09 PDT 2009,xhicasey,@bfrankahf oh brian what would I do without you? 
1,2058999977,Sat Jun 06 16:02:55 PDT 2009,sense_less,Dublin is amazing!!! Such a dope place. London tom. I'm even more xcited  shut eye time
1,1687152565,Sun May 03 07:55:11 PDT 2009,ipricillia,needs tons of luck for tomorrow 
1,1979821678,Sun May 31 04:38:35 PDT 2009,Priincess_C,My Laptop Got Fixed Yesterday  Yaay
1,2056895892,Sat Jun 06 11:59:54 PDT 2009,bella1608,@xBianC4x i like theem too 
1,2064838820,Sun Jun 07 07:17:39 PDT 2009,emerrrald,"@willyr: wow naman...do you still want catering on Wednesday night?  Also, try this http://www.empireonline.com/crypticcanvas/"
1,1468251718,Tue Apr 07 00:33:10 PDT 2009,catenacci,"Believe it or not, I actually did it... "
1,2178190100,Mon Jun 15 07:19:53 PDT 2009,DiaZerva,@Jeromy73 thanks! As Bella gets more exp topping...beware! It was such a fun shoot 
1,2051562761,Fri Jun 05 22:18:25 PDT 2009,XxBedusseyxX,Nite twitter world....early morning 2moro! Barrel Race wish us luck!  (btw barrel race is rodeo sport 4 all those city folk who didnt no)
1,1989602951,Mon Jun 01 02:08:24 PDT 2009,its_me_Miss_B,@YoungQ sleep during the flight  hope u can get some rest  i just had a shitty night
1,1971545804,Sat May 30 07:21:08 PDT 2009,Kdeven,"@Terri_E hahaha, i dunno about that!  I look different than my profile picture...  for example, that is a fake mustache.  "
1,2061773169,Sat Jun 06 21:35:00 PDT 2009,apeck11,@JonAsher am I worthy of one? 
1,1755124015,Sun May 10 08:19:17 PDT 2009,shanut,home for mother's day. 
1,1824199905,Sun May 17 00:24:52 PDT 2009,Katherineie,Is home from work! and eating Paella! 
1,1827420939,Sun May 17 10:40:28 PDT 2009,lisainfantino,must remember not to go to work in the morning!!! Keep forgetting that I have booked the day off!! 
1,2189682687,Tue Jun 16 00:38:10 PDT 2009,darrenporter,@VictoriaOnAir Lol....  i thought you meant 600 new aircraft orders  
1,2051434938,Fri Jun 05 22:00:45 PDT 2009,funtime7777,"@elspethjane I wish I could have been there. You'll have to lighten up on @jamiew now, but only a little "
1,1998066186,Mon Jun 01 17:56:11 PDT 2009,_jeremybaril,@sueupton im watching too. and wearing my DMB shirt 
1,1676868969,Fri May 01 23:30:45 PDT 2009,vamposh,2 am and i am going to bed! damn you yoville! lol.......hope tomorrow is nice. gotta lot to do outside! 
1,1565327263,Mon Apr 20 06:29:17 PDT 2009,Pittarelli,Damnit! You left the cap off the toothpaste AGAIN! What did I warn you about that? 
1,1557162562,Sun Apr 19 02:22:47 PDT 2009,Candy73,@DonnieWahlberg  I cherish the gift you give me 
1,1824348136,Sun May 17 01:00:09 PDT 2009,sophiasalazar,@cookimonsterluv heyy is this MY cindy? 
1,2176458083,Mon Jun 15 03:55:52 PDT 2009,SmallieBiggs,Is shopping with mamma 
1,2018832241,Wed Jun 03 10:34:52 PDT 2009,Crichton_Kicks,@MizzTeeze Yes please. I think a strong coffee too. 
1,1991548427,Mon Jun 01 07:14:19 PDT 2009,anca_foster,"@nbonsack good morning, Nicholas! "
1,2014450674,Wed Jun 03 01:34:21 PDT 2009,AnneeApple,@mclorna Look like its a Bonnie Tyler number for you on Friday then 
1,1794702539,Thu May 14 06:23:12 PDT 2009,RayTNartey,juice diet... ur havin a bubble i dont care if i get fat i luv myself sum foooood  big is beautiful baby!!
1,2067723066,Sun Jun 07 12:50:46 PDT 2009,SCORPIO_DOLLY,@KiLLuHKaYy thanx chicka  say hi 2 everybody!
1,1989872039,Mon Jun 01 03:06:12 PDT 2009,trouble0106,We've also had Tillie the cat for 9 years today 
1,2050527657,Fri Jun 05 18:49:51 PDT 2009,kiraaxo,yessssssss long weekend  xxx
1,1982017745,Sun May 31 10:21:34 PDT 2009,patriciaco,"@steph_davies I know right!! ) I love his fans, they are so loyal to him. So sweet. He's so lucky. "
1,2189797316,Tue Jun 16 00:56:12 PDT 2009,lucyb946,Going to get twitter app 
1,1824788188,Sun May 17 02:56:16 PDT 2009,TweetyEve,Morning! I'm going to the S.P.A. We're gonna buy a little dog!  x
1,2050432520,Fri Jun 05 18:39:33 PDT 2009,musicjelly,is very very sleepy and hungry. mammi bought çè²´å? (chao gwai diu) for me  yeahhhh! 
1,2014999037,Wed Jun 03 03:22:59 PDT 2009,anushree_venky,@karthikh its good  well see you soon!
